Date,Demand,,max,min,avg
10/10/2019,1.4,,15.9,5.5,10.7
10/11/2019,0.5,,18.5,6.8,12.7
10/12/2019,0.5,,14.4,2.4,8.4
10/13/2019,0.3,,16.1,1.9,9
10/14/2019,1.4,,11.2,3.7,7.5
10/15/2019,2.5,,14.6,0.6,7.6
10/16/2019,1.6,,13.6,6.8,10.2
10/17/2019,2.3,,8.7,4,6.4
10/18/2019,3.1,,11.8,0.6,6.2
10/19/2019,0.5,,13.3,-0.6,6.4
10/20/2019,0.2,,,,
10/21/2019,0.8,,16.2,7.9,12.1
10/22/2019,1.1,,17,7.3,12.2
10/23/2019,0.7,,13.2,5.7,9.5
10/24/2019,0.7,,14.8,5,9.9
10/25/2019,1.2,,10.6,3.8,7.2
10/26/2019,1.1,,10.2,-0.8,4.7
10/27/2019,0.2,,15.2,7.1,11.2
10/28/2019,1.7,,16.4,3.6,10
10/29/2019,1.5,,17.2,3.4,10.3
10/30/2019,0.8,,9.7,6.2,8
10/31/2019,1.1,,10.4,2.6,6.5
11/01/2019,2.5,,3.5,-0.9,1.3
11/02/2019,1.6,,6.6,0.8,3.7
11/03/2019,1.2,,4.5,0,2.3
11/04/2019,2.4,,11,2.8,6.9
11/05/2019,1.6,,9.4,0.5,5
11/06/2019,1.6,,4,-4.3,-0.2
11/07/2019,2.5,,2.6,-2.8,-0.1
11/08/2019,1.8,,1.2,-7,-2.9
11/09/2019,1.3,,2.2,-5.1,-1.5
11/10/2019,0.8,,6.2,-0.7,2.8
11/11/2019,1.7,,-0.7,-7.2,-4
11/12/2019,2.1,,-4.6,-14.1,-9.4
11/13/2019,2.7,,-4,-13.6,-8.8
11/14/2019,2.2,,-0.3,-4.5,-2.4
11/15/2019,1.1,,0.5,-5.4,-2.5
11/16/2019,0.4,,-2.2,-8.2,-5.2
11/17/2019,1.6,,1.7,-8,-3.2
11/18/2019,3.0,,2.2,-2.8,-0.3
11/19/2019,1.5,,4,0.7,2.4
11/20/2019,1.3,,7.4,-2,2.7
11/21/2019,1.0,,10.3,-1.9,4.2
11/22/2019,0.7,,9.9,-4.1,2.9
11/23/2019,1.6,,4.5,-4.4,0.1
11/24/2019,0.3,,6,-4.2,0.9
11/25/2019,1.4,,6.9,0.7,3.8
11/26/2019,0.6,,11.4,3.8,7.6
11/27/2019,1.1,,11.8,3.2,7.5
11/28/2019,1.0,,4.7,-2.4,1.2
11/29/2019,1.5,,-1,-3.2,-2.1
11/30/2019,0.7,,0.7,-3.3,-1.3
12/01/2019,0.7,,0.2,-3,-1.4
12/02/2019,1.1,,-1.3,-7.6,-4.5
12/03/2019,1.5,,-0.4,-10.4,-5.4
12/04/2019,0.5,,1.8,-0.9,0.5
12/05/2019,1.0,,0.3,-1.9,-0.8
12/06/2019,0.8,,1.1,-3.8,-1.4
12/07/2019,1.3,,0,-7,-3.5
12/08/2019,0.7,,7.6,-4.5,1.6
12/09/2019,1.2,,10.1,5.3,7.7
12/10/2019,1.2,,9.5,-7.4,1.1
12/11/2019,2.8,,-4.1,-9.5,-6.8
12/12/2019,3.2,,-0.2,-10.9,-5.6
12/13/2019,2.2,,5.2,-1.6,1.8
12/14/2019,0.2,,2,0.1,1.1
12/15/2019,0.8,,1.1,-6.7,-2.8
12/16/2019,1.6,,0.7,-6,-2.7
12/17/2019,2.4,,-0.3,-5.9,-3.1
12/18/2019,0.8,,-3.2,-14.4,-8.8
12/19/2019,2.2,,-4.7,-15.3,-10
12/20/2019,1.1,,-4.3,-9.5,-6.9
12/21/2019,1.1,,2.6,-8,-2.7
12/22/2019,0.2,,5.2,-1.4,1.9
12/23/2019,1.3,,7.8,0.6,4.2
12/24/2019,0.8,,1.4,-3.9,-1.3
12/25/2019,0.8,,2.4,-4,-0.8
12/26/2019,1.5,,3.1,0.7,1.9
12/27/2019,1.1,,11.5,2.1,6.8
12/28/2019,0.7,,3.1,-2.6,0.3
12/29/2019,0.5,,2.3,-2.5,-0.1
12/30/2019,1.2,,9,0.4,4.7
12/31/2019,0.5,,1.2,-3.1,-1
01/01/2020,0.7,,1.4,-5.1,-1.9
01/02/2020,1.3,,5.2,1.1,3.2
01/03/2020,1.5,,6.9,2.3,4.6
01/04/2020,0.3,,2.2,-1.3,0.5
01/05/2020,0.4,,1,-1.9,-0.5
01/06/2020,0.3,,1.4,-5.7,-2.2
01/07/2020,2.1,,3.2,-5.4,-1.1
01/08/2020,1.0,,-0.7,-10.1,-5.4
01/09/2020,1.9,,5,-12.6,-3.8
01/10/2020,1.8,,7.2,3.7,5.5
01/11/2020,0.9,,12.3,1.7,7
01/12/2020,1.0,,1.7,-4.8,-1.6
01/13/2020,1.4,,2.4,-3.2,-0.4
01/14/2020,1.1,,3.1,-4.3,-0.6
01/15/2020,1.0,,3.5,0.3,1.9
01/16/2020,0.8,,1.9,-8.1,-3.1
01/17/2020,2.6,,-7.7,-12.5,-10.1
01/18/2020,0.7,,3.3,-8.5,-2.6
01/19/2020,0.5,,-0.1,-13.4,-6.8
01/20/2020,0.8,,-5.6,-16.9,-11.3
01/21/2020,0.5,,-4.3,-9.3,-6.8
01/22/2020,0.8,,-0.5,-8.4,-4.5
01/23/2020,1.2,,2.6,-5.7,-1.6
01/24/2020,1.0,,2.7,-0.2,1.3
01/25/2020,0.3,,3.3,0.3,1.8
01/26/2020,0.5,,2.6,-0.1,1.3
01/27/2020,0.6,,1,-0.5,0.3
01/28/2020,1.2,,1.5,-2.4,-0.5
01/29/2020,0.7,,-0.8,-7.5,-4.2
01/30/2020,1.4,,-1.1,-7.5,-4.3
01/31/2020,1.3,,-0.2,-4.1,-2.2
02/01/2020,2.0,,0.6,-2.6,-1
02/02/2020,1.5,,1.6,-1.2,0.2
02/03/2020,2.2,,6.1,-0.1,3
02/04/2020,1.3,,1.9,-4.1,-1.1
02/05/2020,0.7,,-3.5,-7.7,-5.6
02/06/2020,1.2,,-2.9,-5.5,-4.2
02/07/2020,0.7,,-2.8,-11.3,-7.1
02/08/2020,1.2,,-7.8,-12.7,-10.3
02/09/2020,0.5,,1,-11.8,-5.4
02/10/2020,2.2,,3.1,-0.4,1.4
02/11/2020,0.9,,1.3,-3.8,-1.3
02/12/2020,2.1,,,,
02/13/2020,1.3,,0.4,-13.3,-6.5
02/14/2020,1.9,,-9.3,-19.1,-14.2
02/15/2020,2.1,,0.5,-10.6,-5.1
02/16/2020,0.5,,2.2,-5.2,-1.5
02/17/2020,1.2,,,,
02/18/2020,1.0,,,,
02/19/2020,1.0,,,,
02/20/2020,1.5,,-2.4,-11.5,-7
02/21/2020,0.6,,,,
02/22/2020,1.3,,,,
02/23/2020,0.9,,,,
02/24/2020,0.3,,,,
02/25/2020,1.4,,2.8,0.2,1.5
02/26/2020,1.0,,,,
02/27/2020,1.7,,-3.6,-7.7,-5.7
02/28/2020,2.3,,-4.4,-8.6,-6.5
02/29/2020,1.1,,-3.8,-12.7,-8.3
03/01/2020,0.7,,4.2,-12.8,-4.3
03/02/2020,1.4,,6.2,2.6,4.4
03/03/2020,0.8,,4.3,1.5,2.9
03/04/2020,1.1,,5.9,-2.5,1.7
03/05/2020,0.9,,5.4,-4.9,0.3
03/06/2020,1.8,,1.1,-1.6,-0.3
03/07/2020,1.7,,2.2,-8.9,-3.4
03/08/2020,0.5,,10.8,-1.7,4.6
03/09/2020,1.2,,,,
03/10/2020,0.3,,11.3,-2.3,4.5
03/11/2020,0.7,,3.4,-4.4,-0.5
03/12/2020,1.1,,4.9,0.2,2.6
03/13/2020,0.2,,10.6,0.5,5.6
03/14/2020,0.6,,2.2,-2.4,-0.1
03/15/2020,0.5,,2.2,-5.4,-1.6
03/16/2020,1.3,,4.2,-6.4,-1.1
03/17/2020,0.9,,8.4,-1,3.7
03/18/2020,0.0,,3.5,-4.5,-0.5
03/19/2020,0.0,,8.9,1,5
03/20/2020,0.0,,17.5,-3.6,7
03/21/2020,0.0,,0.5,-7,-3.3
03/22/2020,0.0,,1.2,-8.6,-3.7
03/23/2020,0.0,,3.4,-1.6,0.9
03/24/2020,0.0,,4.5,-0.6,2
03/25/2020,0.0,,13,0.2,6.6
03/26/2020,0.0,,14.3,0.4,7.4
03/27/2020,0.0,,10.2,0.7,5.5
03/28/2020,0.0,,4.1,1.7,2.9
03/29/2020,0.0,,19.8,3.5,11.7
03/30/2020,0.0,,8.5,3.6,6.1
03/31/2020,0.0,,5.3,3,4.2
04/01/2020,0.0,,10.3,-0.1,5.1
04/02/2020,0.0,,14.2,0.7,7.5
04/03/2020,0.0,,11.4,0.4,5.9
04/04/2020,0.0,,13,3.2,8.1
04/05/2020,0.0,,12.8,1.3,7.1
04/06/2020,0.9,,15.2,-3.2,6
04/07/2020,0.5,,14.6,3.6,9.1
04/08/2020,0.2,,15.3,3.6,9.5
04/09/2020,0.3,,9,0.1,4.6
04/10/2020,0.2,,6.2,-1,2.6
04/11/2020,0.5,,9,-2,3.5
04/12/2020,0.8,,18.1,2.4,10.3
04/13/2020,0.5,,14.2,1.3,7.8
04/14/2020,0.0,,6.1,-3.8,1.2
04/15/2020,0.4,,4.4,-4.8,-0.2
04/16/2020,1.1,,4.3,-5.6,-0.7
04/17/2020,2.8,,4.1,-3.5,0.3
04/18/2020,0.5,,8.9,-3.4,2.8
04/19/2020,0.2,,11.8,-2.9,4.5
04/20/2020,0.7,,10.3,-5.1,2.6
04/21/2020,0.5,,8,-2.8,2.6
04/22/2020,1.2,,5.5,-4.1,0.7
04/23/2020,0.7,,4,-0.9,1.6
04/24/2020,0.6,,9.7,1.2,5.5
04/25/2020,0.6,,11.9,-1.2,5.4
04/26/2020,0.0,,5.9,4,5
04/27/2020,0.3,,14.3,1.3,7.8
04/28/2020,0.2,,14.4,4.3,9.4
04/29/2020,0.5,,14.4,5.3,9.9
04/30/2020,0.8,,16.2,7.8,12
05/01/2020,1.0,,16.2,7.1,11.7
05/02/2020,0.0,,17.5,3.4,10.5
05/03/2020,0.0,,21.3,7.6,14.5
05/04/2020,0.5,,11.4,1.3,6.4
05/05/2020,1.3,,11.3,-1.3,5
05/06/2020,1.2,,13.7,1.9,7.8
05/07/2020,0.5,,16,0.4,8.2
05/08/2020,1.1,,6.3,-3,1.7
05/09/2020,0.7,,6.2,-3.8,1.2
05/10/2020,0.8,,11.9,-1.6,5.2
05/11/2020,1.4,,6.5,-0.9,2.8
05/12/2020,1.5,,10.6,-3.2,3.7
05/13/2020,0.8,,12.9,-3.7,4.6
05/14/2020,0.2,,10.7,2.7,6.7
05/15/2020,0.5,,23.1,8.1,15.6
05/16/2020,0.2,,18.8,5.8,12.3
05/17/2020,0.2,,12.8,5.6,9.2
05/18/2020,0.5,,9.8,7,8.4
05/19/2020,1.5,,14.5,7.1,10.8
05/20/2020,1.0,,18,4.3,11.2
05/21/2020,1.5,,20.4,6.5,13.5
05/22/2020,0.8,,23.4,9,16.2
05/23/2020,1.7,,24.4,14.4,19.4
05/24/2020,3.4,,27.7,12.1,19.9
05/25/2020,9.7,,30.5,17.6,24.1
05/26/2020,9.0,,31.3,16.9,24.1
05/27/2020,6.3,,28.1,17.5,22.8
05/28/2020,3.7,,23.3,17.8,20.6
05/29/2020,2.9,,24.2,10.2,17.2
05/30/2020,1.6,,17,7.1,12.1
05/31/2020,1.6,,15.9,4.3,10.1
06/01/2020,2.9,,22.4,7.4,14.9
06/02/2020,2.9,,26.1,12.2,19.2
06/03/2020,2.8,,26.7,14.3,20.5
06/04/2020,3.9,,28.7,12.5,20.6
06/05/2020,4.1,,28.3,15.3,21.8
06/06/2020,3.3,,25.1,13.2,19.2
06/07/2020,1.7,,21.9,10.1,16
06/08/2020,3.1,,24.4,9.3,16.9
06/09/2020,3.7,,30.3,12.1,21.2
06/10/2020,5.0,,30.5,16.4,23.5
06/11/2020,4.0,,23.1,14.7,18.9
06/12/2020,1.3,,17.3,6.8,12.1
06/13/2020,1.8,,17.9,6.2,12.1
06/14/2020,0.0,,17.5,6.8,12.2
06/15/2020,1.1,,19.5,8.8,14.2
06/16/2020,1.0,,22.6,8.4,15.5
06/17/2020,2.8,,27,10.7,18.9
06/18/2020,3.1,,27.9,13.7,20.8
06/19/2020,2.5,,29,14.1,21.6
06/20/2020,2.5,,30.1,15.1,22.6
06/21/2020,2.7,,31.1,15.7,23.4
06/22/2020,7.3,,28.4,18.1,23.3
06/23/2020,3.9,,25.1,16.8,21
06/24/2020,2.1,,21.7,13.2,17.5
06/25/2020,1.8,,25.2,10.5,17.9
06/26/2020,2.6,,27.8,13.1,20.5
06/27/2020,1.6,,27.3,18.5,22.9
06/28/2020,1.8,,28.5,15.7,22.1
06/29/2020,3.4,,29.8,15.2,22.5
06/30/2020,2.5,,27,17.9,22.5
07/01/2020,2.5,,29.3,16.4,22.9
07/02/2020,2.9,,32.5,17.1,24.8
07/03/2020,3.9,,31.8,19.1,25.5
07/04/2020,1.3,,30.5,18.5,24.5
07/05/2020,1.0,,32.1,13.9,23
07/06/2020,3.2,,30.3,18.6,24.5
07/07/2020,4.0,,34.8,18.2,26.5
07/08/2020,3.4,,33.5,21,27.3
07/09/2020,5.8,,33.9,20,27
07/10/2020,3.4,,34.1,20,27.1
07/11/2020,3.3,,25.7,17.1,21.4
07/12/2020,0.9,,25.5,14.8,20.2
07/13/2020,3.5,,25.7,14.6,20.2
07/14/2020,2.4,,26.5,12.9,19.7
07/15/2020,1.1,,29.4,15.2,22.3
07/16/2020,2.9,,27.1,19.9,23.5
07/17/2020,1.0,,29.5,17.8,23.7
07/18/2020,1.8,,31,16.4,23.7
07/19/2020,2.2,,30,21.5,25.8
07/20/2020,3.1,,28.6,17.5,23.1
07/21/2020,3.1,,25.7,15.4,20.6
07/22/2020,2.1,,27.8,17.6,22.7
07/23/2020,2.4,,27.6,18.8,23.2
07/24/2020,3.3,,27.2,16.9,22.1
07/25/2020,1.7,,29.9,15.4,22.7
07/26/2020,0.7,,31.5,16.3,23.9
07/27/2020,4.5,,31.3,21.3,26.3
07/28/2020,4.2,,28.9,17.4,23.2
07/29/2020,3.4,,28.9,17.5,23.2
07/30/2020,4.2,,28.1,15.8,22
07/31/2020,2.4,,28.4,17.1,22.8
08/01/2020,0.3,,28.5,16.6,22.6
08/02/2020,0.3,,26.2,18,22.1
08/03/2020,1.8,,27.6,15.8,21.7
08/04/2020,3.2,,25.4,16.2,20.8
08/05/2020,1.1,,22.6,13.2,17.9
08/06/2020,1.5,,24.7,12.9,18.8
08/07/2020,2.2,,25,12.8,18.9
08/08/2020,0.8,,27.4,13.1,20.3
08/09/2020,1.1,,,,
08/10/2020,2.3,,31,19,25
08/11/2020,3.9,,27.8,13.8,20.8
08/12/2020,2.0,,29.2,11.5,20.4
08/13/2020,2.4,,29.3,16.7,23
08/14/2020,2.3,,28.2,17.3,22.8
08/15/2020,0.8,,26.1,16.9,21.5
08/16/2020,0.7,,25.1,16.2,20.7
08/17/2020,2.0,,27.1,12.6,19.9
08/18/2020,0.8,,24.5,12,18.3
08/19/2020,1.3,,23.9,8.4,16.2
08/20/2020,0.5,,26.1,8.4,17.3
08/21/2020,1.4,,29.5,11.9,20.7
08/22/2020,1.0,,31.2,16.1,23.7
08/23/2020,1.4,,31.4,15.1,23.3
08/24/2020,2.8,,31.6,16.9,24.3
08/25/2020,2.8,,28.1,14.5,21.3
08/26/2020,1.7,,21.6,13.4,17.5
08/27/2020,2.5,,29.5,14.7,22.1
08/28/2020,0.3,,22.5,14.2,18.4
08/29/2020,0.2,,24.8,14.7,19.8
08/30/2020,0.2,,22.9,12.3,17.6
08/31/2020,1.5,,24.9,11.7,18.3
09/01/2020,2.2,,28.9,16.5,22.7
09/02/2020,1.4,,27.6,15.2,21.4
09/03/2020,1.0,,27.7,11.5,19.6
09/04/2020,1.7,,22.5,10.6,16.6
09/05/2020,0.3,,19.4,8.5,14
09/06/2020,0.3,,23.5,5.7,14.6
09/07/2020,0.4,,21.5,15.5,18.5
09/08/2020,1.6,,17.5,13.4,15.5
09/09/2020,0.5,,16.6,14.1,15.4
09/10/2020,1.0,,20.6,12.8,16.7
09/11/2020,0.2,,16.3,8.3,12.3
09/12/2020,0.3,,21.1,8.7,14.9
09/13/2020,0.2,,25,13.7,19.4
09/14/2020,1.0,,17.7,6.8,12.3
09/15/2020,2.1,,18.5,3.7,11.1
09/16/2020,0.9,,22.9,11.2,17.1
09/17/2020,0.0,,19.4,7.2,13.3
09/18/2020,0.6,,15.7,3.3,9.5
09/19/2020,1.6,,,,
09/20/2020,1.4,,16.6,4.4,10.5
09/21/2020,2.3,,20,4.4,12.2
09/22/2020,1.4,,22.5,4.9,13.7
09/23/2020,0.8,,26.7,9.7,18.2
09/24/2020,1.0,,26.4,11.1,18.8
09/25/2020,1.9,,26.4,10.8,18.6
09/26/2020,0.3,,26.6,12,19.3
09/27/2020,0.0,,25.1,17.8,21.5
09/28/2020,1.7,,25.6,13.2,19.4
09/29/2020,1.3,,18.3,10.6,14.5
09/30/2020,1.1,,18.1,8.7,13.4
10/01/2020,1.4,,17.2,5.6,11.4
10/02/2020,2.1,,13.9,4,9
10/03/2020,0.8,,13.4,1.6,7.5
10/04/2020,1.2,,11.6,5.7,8.7
10/05/2020,1.5,,15.4,5.4,10.4
10/06/2020,1.2,,18.1,6.3,12.2
10/07/2020,1.2,,18.6,8.3,13.5
10/08/2020,1.9,,17.1,3.8,10.5
10/09/2020,1.7,,18.9,2.1,10.5
10/10/2020,0.8,,22.3,8,15.2
10/11/2020,0.5,,11.4,6,8.7
10/12/2020,0.2,,17.5,8.1,12.8
10/13/2020,0.9,,17.5,8.6,13.1
10/14/2020,1.6,,16.7,5.1,10.9
10/15/2020,1.4,,16.8,6.3,11.6
10/16/2020,1.0,,11,1.5,6.3
10/17/2020,0.7,,12.7,4.4,8.6
10/18/2020,1.1,,13.7,6.6,10.2
10/19/2020,1.1,,7.4,5.5,6.5
10/20/2020,1.6,,11.1,5.2,8.2
10/21/2020,1.1,,17.1,5.5,11.3
10/22/2020,0.8,,11.3,6.2,8.8
10/23/2020,1.2,,24.7,7,15.9
10/24/2020,0.7,,7.6,1,4.3
10/25/2020,1.1,,7.5,0.7,4.1
10/26/2020,2.6,,8,3.4,5.7
10/27/2020,2.7,,8,2.7,5.4
10/28/2020,1.9,,11,2.7,6.9
10/29/2020,2.1,,10.3,1.8,6.1
10/30/2020,1.6,,4.9,-4.1,0.4
10/31/2020,1.4,,7,-7.3,-0.2
11/01/2020,1.1,,10.5,-0.6,5
11/02/2020,3.2,,4.7,-2.5,1.1
11/03/2020,1.8,,10.6,-0.4,5.1
11/04/2020,1.4,,18.3,5.5,11.9
11/05/2020,1.5,,19.2,9.2,14.2
11/06/2020,0.3,,19.9,7.8,13.9
11/07/2020,0.3,,20.2,6.6,13.4
11/08/2020,0.3,,21.9,4.1,13
11/09/2020,0.8,,22.4,7.1,14.8
11/10/2020,0.9,,23.7,10.9,17.3
11/11/2020,1.2,,19.2,1.5,10.4
11/12/2020,1.3,,9.3,-0.4,4.5
11/13/2020,1.0,,9,-1,4
11/14/2020,1.3,,7,-3.1,2
11/15/2020,0.5,,12.6,2.6,7.6
11/16/2020,2.3,,4.1,-0.2,2
11/17/2020,3.2,,3,-4.1,-0.6
11/18/2020,3.1,,2.7,-4.8,-1.1
11/19/2020,2.3,,15.1,1.6,8.4
11/20/2020,0.3,,15.5,5.4,10.5
11/21/2020,1.0,,5.8,-2.3,1.8
11/22/2020,1.0,,1.4,-2.7,-0.7
11/23/2020,1.6,,2.8,-1.9,0.5
11/24/2020,2.3,,0.8,-4.4,-1.8
11/25/2020,2.6,,8.9,0.4,4.7
11/26/2020,0.8,,10.5,6.5,8.5
11/27/2020,1.0,,7.2,3.1,5.2
11/28/2020,0.5,,6.1,0.7,3.4
11/29/2020,0.9,,10.8,0.5,5.7
11/30/2020,1.9,,4.4,-0.2,2.1
12/01/2020,2.8,,-0.3,-2.1,-1.2
12/02/2020,1.3,,3.3,-2.1,0.6
12/03/2020,2.0,,4.7,-0.8,2
12/04/2020,1.9,,4.1,-1.4,1.4
12/05/2020,0.8,,1,-4.5,-1.8
12/06/2020,2.4,,0.3,-6.9,-3.3
12/07/2020,2.8,,1.6,-8.4,-3.4
12/08/2020,2.2,,2,-7.7,-2.9
12/09/2020,2.2,,2.6,0.2,1.4
12/10/2020,1.0,,7.1,-0.7,3.2
12/11/2020,1.1,,10.1,0.7,5.4
12/12/2020,0.5,,10.4,3.4,6.9
12/13/2020,0.7,,4.1,-0.9,1.6
12/14/2020,1.7,,1.1,-3.2,-1.1
12/15/2020,1.7,,-2.4,-6.2,-4.3
12/16/2020,2.1,,-3.3,-6,-4.7
12/17/2020,1.8,,-3.2,-6.9,-5.1
12/18/2020,1.5,,-1.6,-8.8,-5.2
12/19/2020,0.3,,1.8,-2.2,-0.2
12/20/2020,0.7,,3.9,-1.4,1.3
12/21/2020,1.1,,3.5,-1.7,0.9
12/22/2020,1.5,,3.1,-1,1.1
12/23/2020,0.5,,7.8,-1,3.4
12/24/2020,0.8,,9.3,-3.9,2.7
12/25/2020,1.3,,-2.3,-6.7,-4.5
12/26/2020,2.0,,-3.3,-6.9,-5.1
12/27/2020,1.3,,3.5,-3.6,-0.1
12/28/2020,2.1,,4.3,-2.7,0.8
12/29/2020,1.6,,-1.6,-6,-3.8
12/30/2020,1.8,,5.4,-4.4,0.5
12/31/2020,1.5,,2.4,-5,-1.3
01/01/2021,1.0,,0.1,-6.6,-3.3
01/02/2021,0.8,,0.6,-1.6,-0.5
01/03/2021,0.8,,0.6,-1.3,-0.4
01/04/2021,1.8,,1.1,-0.6,0.3
01/05/2021,1.8,,,,
01/06/2021,2.0,,2.1,-1.7,0.2
01/07/2021,0.9,,-0.4,-6.9,-3.7
01/08/2021,1.5,,-3.4,-9.2,-6.3
01/09/2021,0.8,,4.4,-8.3,-2
01/10/2021,0.7,,1.3,-8.3,-3.5
01/11/2021,1.1,,-0.4,-6.9,-3.7
01/12/2021,1.8,,-1.5,-3.1,-2.3
01/13/2021,1.3,,2.2,-1.7,0.3
01/14/2021,0.6,,3.8,-1.1,1.4
01/15/2021,1.9,,3.6,-0.5,1.6
01/16/2021,1.1,,2,-1.6,0.2
01/17/2021,1.8,,2,-1.1,0.5
01/18/2021,0.7,,0.6,-3.2,-1.3
01/19/2021,1.2,,-0.8,-4.2,-2.5
01/20/2021,1.8,,-2.9,-7.6,-5.3
01/21/2021,1.5,,2.4,-2.7,-0.2
01/22/2021,0.8,,0.9,-8.1,-3.6
01/23/2021,1.3,,-3.4,-9.5,-6.5
01/24/2021,1.5,,-2.5,-7.4,-5
01/25/2021,1.8,,1.1,-6.7,-2.8
01/26/2021,1.7,,-0.4,-6.3,-3.4
01/27/2021,1.7,,-2.6,-11.7,-7.2
01/28/2021,1.5,,-6.7,-14.9,-10.8
01/29/2021,1.5,,-5.8,-14.3,-10.1
01/30/2021,1.0,,-2.1,-10.6,-6.4
01/31/2021,1.8,,-3,-6.8,-4.9
02/01/2021,1.7,,-4.5,-9.4,-7
02/02/2021,1.9,,1.8,-9.9,-4.1
02/03/2021,1.4,,1.5,-7,-2.8
02/04/2021,1.6,,0.6,-11,-5.2
02/05/2021,1.3,,1.8,-8.8,-3.5
02/06/2021,1.1,,-6.8,-10.9,-8.9
02/07/2021,0.5,,-7.9,-18.1,-13
02/08/2021,2.8,,-8.7,-18.4,-13.6
02/09/2021,2.4,,-4.8,-14.2,-9.5
02/10/2021,1.8,,-7.5,-18,-12.8
02/11/2021,1.1,,-3.7,-13.4,-8.6
02/12/2021,1.0,,-7.5,-13.9,-10.7
02/13/2021,0.5,,-7.3,-12.8,-10.1
02/14/2021,0.3,,-5.3,-15.8,-10.6
02/15/2021,1.4,,-4,-11.4,-7.7
02/16/2021,2.5,,-6.7,-16.8,-11.8
02/17/2021,1.7,,-6.1,-18.8,-12.5
02/18/2021,1.4,,-3.6,-9,-6.3
02/19/2021,1.1,,-3.5,-8.7,-6.1
02/20/2021,1.5,,-3.6,-11.5,-7.6
02/21/2021,1.0,,-3.3,-16.4,-9.9
02/22/2021,1.7,,1.9,-4.8,-1.5
02/23/2021,2.0,,3.9,-2.5,0.7
02/24/2021,1.2,,7.7,-3.3,2.2
02/25/2021,2.3,,0.2,-4.2,-2
02/26/2021,1.3,,1.9,-8,-3.1
02/27/2021,1.2,,3.8,-2.8,0.5
02/28/2021,1.1,,6.5,-3.6,1.5
03/01/2021,0.8,,4.7,-9.7,-2.5
03/02/2021,1.6,,-0.4,-10.4,-5.4
03/03/2021,0.9,,6.4,-2.1,2.2
03/04/2021,2.0,,0.8,-9.2,-4.2
03/05/2021,1.6,,0.7,-9.9,-4.6
03/06/2021,1.6,,-0.6,-8.3,-4.5
03/07/2021,1.5,,,,
03/08/2021,2.0,,8.9,-9.7,-0.4
03/09/2021,1.6,,10.9,-1.6,4.7
03/10/2021,1.5,,17.2,-2.4,7.4
03/11/2021,0.9,,18.2,4.2,11.2
03/12/2021,0.5,,11.6,-4.4,3.6
03/13/2021,1.3,,5.5,-7,-0.8
03/14/2021,0.6,,4.5,-6.7,-1.1
03/15/2021,1.3,,-1,-9.3,-5.2
03/16/2021,1.2,,2.5,-3,-0.3
03/17/2021,1.3,,13,-2.4,5.3
03/18/2021,1.1,,5.8,-2.1,1.9
03/19/2021,1.5,,5.1,-5.8,-0.4
03/20/2021,0.2,,13.3,-5.5,3.9
03/21/2021,0.0,,16.4,-1.8,7.3
03/22/2021,0.8,,19.6,-1.5,9.1
03/23/2021,0.4,,18.3,3.1,10.7
03/24/2021,0.5,,21.2,6,13.6
03/25/2021,0.6,,20.8,6.7,13.8
03/26/2021,0.8,,10.6,3.7,7.2
03/27/2021,0.5,,10.6,2.5,6.6
03/28/2021,0.7,,8.7,0.9,4.8
03/29/2021,1.8,,6.1,-1.1,2.5
03/30/2021,1.8,,19.4,0.2,9.8
03/31/2021,0.8,,15.4,-0.5,7.5
04/01/2021,1.9,,2.6,-5.7,-1.6
04/02/2021,0.9,,5.1,-6.1,-0.5
04/03/2021,0.5,,9.5,-6.8,1.4
04/04/2021,0.0,,16.6,-1.7,7.5
04/05/2021,0.3,,12.7,2.7,7.7
04/06/2021,0.7,,13.9,2.6,8.3
04/07/2021,0.5,,15.1,3.6,9.4
04/08/2021,1.2,,16.6,6.3,11.5
04/09/2021,0.7,,22.2,10,16.1
04/10/2021,0.5,,20.2,7.8,14
04/11/2021,0.7,,19,9.5,14.3
04/12/2021,1.9,,11.8,5.2,8.5
04/13/2021,0.7,,16.3,4.6,10.5
04/14/2021,0.5,,15,2.3,8.7
04/15/2021,0.8,,6.7,2.8,4.8
04/16/2021,1.0,,7.4,3,5.2
04/17/2021,1.2,,11.9,1.2,6.6
04/18/2021,0.2,,13.6,3.6,8.6
04/19/2021,0.7,,16.3,1.6,9
04/20/2021,2.2,,6.2,-1.2,2.5
04/21/2021,1.0,,2.3,-3.9,-0.8
04/22/2021,1.8,,5.1,-4.2,0.5
04/23/2021,0.8,,16.6,-3,6.8
04/24/2021,0.0,,17.4,2.7,10.1
04/25/2021,0.2,,10.7,-0.7,5
04/26/2021,1.0,,9.3,-2.7,3.3
04/27/2021,1.2,,13.2,3.4,8.3
04/28/2021,0.7,,24.1,6,15.1
04/29/2021,0.7,,9.8,6.7,8.3
04/30/2021,0.6,,8.8,2.7,5.8
05/01/2021,0.4,,14,-0.7,6.7
05/02/2021,0.2,,19.2,7.2,13.2
05/03/2021,0.6,,12,5.8,8.9
05/04/2021,0.8,,12.8,5.9,9.4
05/05/2021,1.0,,12.5,2.7,7.6
05/06/2021,1.0,,14,-0.4,6.8
05/07/2021,0.5,,10.6,2.2,6.4
05/08/2021,0.5,,,,
05/09/2021,0.0,,11.5,-0.3,5.6
05/10/2021,1.4,,14,-0.1,7
